text,created_at,author_handle,author_name,like_count,reply_count,repost_count,uri,sentiment_score,sentiment_label
"Election Commission of India atangin 2-Dampa (ST) AC By-Election neih tura inbuatsaihna enpui

#ZONEWS Mamit October 17, 2025 : Vawiin khan 2-Dampa (ST) AC By-Election neihna tura inbuatsaihna hrang hrang enpuiin Sh.Vijay Gupta,Section Officer, Sh.Vibhor Agrawal, Under Secretary leh Sh.Hemant,…",2025-10-17 10:28:13-05:00,zonews.bsky.social,Unknown,0,0,0,at://did:plc:5xhctddmjznozkkqsnqx2tma/app.bsky.feed.post/3m3flkxq2ou2d,0,Neutral
" red_exclamation_mark  Liberal Democrat GAIN from Conservative

Yesterday's Camberley West (Surrey) council by-election result:

LDEM: 49.5% (+16.6)
REF: 25.9% (+25.9)
CON: 20.4% (-28.8)
LAB: 4.3% (-11.4)

+/- 2021

andrewteale.me.uk/previews",2025-10-17 10:28:10.044000-05:00,britainelects.com,Britain Elects,16,0,2,at://did:plc:z7zjuz7oy73prttz2t5h5j6r/app.bsky.feed.post/3m3flktmzbn2l,0,Neutral
" red_exclamation_mark  Liberal Democrat GAIN from Residents' Association

Yesterday's Guildford South East (Surrey) council by-election result:

LDEM: 41.3% (+18.0)
CON: 22.8% (-8.1)
RES: 16.3% (-21.4)
REF: 12.0% (+12.0)
GRN: 5.0% (+5.0)
LAB: 2.6% (-5.6)

+/- 2021

andrewteale.me.uk/previews",2025-10-17 10:27:27.583000-05:00,britainelects.com,Britain Elects,11,0,3,at://did:plc:z7zjuz7oy73prttz2t5h5j6r/app.bsky.feed.post/3m3fljl4mg22b,0,Neutral
"We are Anti Fascists!

That’s what Antifa means MAGA.

ALL patriots should be Anti Fascists.

Their ideology is at odds with our American values.

The reason our nation is here at this moment, IS BECAUSE OF FASCISTS.

Who does a Nazi salute after winning the election?

Not a patriot.",2025-10-17 10:27:15.969000-05:00,djlane.bsky.social,Dan,2,0,2,at://did:plc:l4q675yimloymf7po74lwbrq/app.bsky.feed.post/3m3flj7mkzs2u,0,Neutral
"Federal prosecutors have charged #voting technology firm #Smartmatic with money laundering and other crimes arising from more than $1 million in bribes that several executives allegedly paid to election officials in the Philippines.

The payments, between 2015 and 2018, were made to ...",2025-10-17 10:26:56.399000-05:00,crystal159.bsky.social,Desert Flower,0,0,0,at://did:plc:ici2lxcvn3sv3digmghhe7fr/app.bsky.feed.post/3m3flimxcpk2x,0,Neutral
We all expect the great people of Pennsylvania to make a better choice in the next Senate election,2025-10-17 10:26:32.340000-05:00,5inthebox4fighting.bsky.social,Unknown,0,0,0,at://did:plc:qinhddbyy76cqryjmikxzdt3/app.bsky.feed.post/3m3flhvz3ls2z,2,Positive
"#Kamloops - Council, community members weigh options with one year to go until 2026 municipal election www.castanet.net/news/Kamloop...",2025-10-17 10:26:30.300000-05:00,bcheadlines.bsky.social,Local BC News Headlines - Curated by CivicInfo BC,0,0,0,at://did:plc:cihbpghypfhssku2dlylqawh/app.bsky.feed.post/3m3flhvkmx52c,0,Neutral
" red_exclamation_mark  Liberal Democrat GAIN from Green

Yesterday's Staines (Spelthorne) council by-election result:

LDEM: 37.9% (+37.9)
REF: 23.5% (+23.5)
IND: 12.3% (-15.1)
CON: 10.9% (-4.7)
GRN: 7.7% (-27.8)
LAB: 7.4% (-14.1)
TUSC: 0.4% (+0.4)

+/- 2023

Estimated turnout: ~31% (-19)

andrewteale.me.uk/previews",2025-10-17 10:26:09.796000-05:00,britainelects.com,Britain Elects,10,0,1,at://did:plc:z7zjuz7oy73prttz2t5h5j6r/app.bsky.feed.post/3m3flhb55ms2b,0,Neutral
"I’m still nervous about this election, but this is the reason I think it’ll actually be fine. 2021 was really Ciattarelli’s year to win it and he couldn’t pull it off.",2025-10-17 10:26:04.352000-05:00,ourapartment.bsky.social,.,0,0,0,at://did:plc:msw75b45flxf2fs3cew5cp2s/app.bsky.feed.post/3m3flh3cxks2p,1,Positive
"For the first time a US politician has rejectected donations from the Israel lobby believing that such a move will improve his re-election prospects 

Er...

WOW!

Seismic shift incoming if this one pans out!",2025-10-17 10:25:41.856000-05:00,peterxdunn.bsky.social,PxDunn,0,0,0,at://did:plc:kqkxdogbtm4lllog4rgcdcgv/app.bsky.feed.post/3m3flgfumoc2v,1,Positive
My latest on Edmonton's civic election. #yeg #yegelxn edmontonjournal.com/opinion/colu...,2025-10-17 10:25:37.957000-05:00,keithgerein.bsky.social,Keith Gerein,2,0,1,at://did:plc:cwu47ckybk4uv7o47b6qryse/app.bsky.feed.post/3m3flgc5j5k2c,0,Neutral
"How do we get big money out of politics?

Answer: By having 100% publicly-funded elections.  Instead of the optional $1 box you can check on tax-form, ALL election expenses would be paid by us, via taxes.  No more fund raising, corporate or billionaire donors, no more dark money.",2025-10-17 10:25:13.655000-05:00,gruntmusic.bsky.social,Brainworm Bingo!,0,1,0,at://did:plc:zwep36omakcahmo3jutkamj5/app.bsky.feed.post/3m3flfkxsrk2p,0,Neutral
If JD Vance does become President before 2029 he needs to purge Trump's cabinet and staff ASAP because it is full of the kind of people who would go full State Committee on the State of Emergency if he concedes the 2028 election.,2025-10-17 10:24:43.829000-05:00,mpdeejay.bsky.social,KPD Max von Sydnow 🇨🇦🇵🇸🇹🇼🇺🇦🇬🇱,2,1,0,at://did:plc:5fkaj7zmtrdz6o4az3vvlxbf/app.bsky.feed.post/3m3fleojmsc2s,0,Neutral
"New piece! Katrine Fangen on Norway's election and the issues that animated the campaign, growing polarization, and the paradoxes inherent in the rise of the right-wing Progress Party. Check it out!

@ieres-gwu.bsky.social @katrif.bsky.social 
@crexuio.bsky.social",2025-10-17 10:24:42.566000-05:00,illsp.bsky.social,Illiberalism Studies Program,0,0,0,at://did:plc:5iy2k6u3m7nryw44pcqwbpyu/app.bsky.feed.post/3m3flend4es26,1,Positive
Remind people of PP and Harper election interference in 2011. And has not received clearance since. en.wikipedia.org/wiki/2011_Ca...                            #neverpoiLIEvre,2025-10-17 10:24:35.182000-05:00,cdn-eu.bsky.social,Askthequestions,4,0,2,at://did:plc:hzm5adfs2ifjawsmyylooduz/app.bsky.feed.post/3m3flegbuek2j,0,Neutral
If the rich buy this election it will once again prove that what we called democracy is dead and gone! Cuomo you are an embarrassment ! Leave New York City alone!,2025-10-17 10:24:26.575000-05:00,nomaga.bsky.social,Unknown,0,0,0,at://did:plc:5gk735xcmh7y52sdnqfg2zor/app.bsky.feed.post/3m3fle6336s2k,0,Neutral
"How many people laughed it off months ago, when we stated emphatically that L.A. was a test-run?

Laugh this one off at your own risk, America:

IF WE DO NOT TAKE ACTION *NOW*, THERE WILL NOT BE A FREE/FAIR 2026 ELECTION.",2025-10-17 10:24:26.406000-05:00,michaelcantin.bsky.social,Michael Cantin 🇨🇦🇺🇦🇬🇱,0,0,0,at://did:plc:bz4ikscdmcbdbo5qjpvqnb3i/app.bsky.feed.post/3m3fle5vw5k2o,0,Neutral
" red_exclamation_mark  Liberal Democrat GAIN from Labour

Yesterday's Ashton (Preston) council by-election result:

LDEM: 35.5% (+25.9)
REF: 29.5% (+29.5)
LAB: 23.1% (-41.9)
IND: 5.4% (+5.4)
CON: 3.3% (-22.2)
IND: 3.2% (+3.2)

+/- 2022

Estimated turnout: ~29% (-1)

andrewteale.me.uk/previews",2025-10-17 10:24:18.894000-05:00,britainelects.com,Britain Elects,10,1,1,at://did:plc:z7zjuz7oy73prttz2t5h5j6r/app.bsky.feed.post/3m3fldxeqnc2g,0,Neutral
"The NJ election is relatively close because people are upset at the status quo, and when people are upset at the status quo (Cost of living! Electricity! Rent!) they vote against the party in power. Not because they necessarily think the other party will do better, but because they want a change.",2025-10-17 10:24:18.139000-05:00,dancassino.bsky.social,Dan Cassino,2,1,0,at://did:plc:7bxjvp2yrmnsj2bqb73feblf/app.bsky.feed.post/3m3fldvzlwk2h,0,Neutral
"I had this conversation with Eric Grenier, who made the same point that many polling questions are hard to test (""how do people feel about the economy?"" etc) but the one time you can assess their accuracy is elections, so those are usually make or break. So looking at past election record helps.",2025-10-17 10:24:15.485000-05:00,alexboyd.bsky.social,Alex Boyd,0,0,0,at://did:plc:rjspzqrhmfeusqsputssv6yw/app.bsky.feed.post/3m3fldtin4c2l,0,Neutral
"Shampoo n'a rien d'une satire frontale. Au contraire. Sorti quelques mois après la démission de Nixon, si le contexte politique ne peut être ignoré, ladite élection jouant son rôle de fil conducteur, le récit s'attache davantage à étudier les mœurs de cette fin de décennie.",2025-10-17 10:23:38.640000-05:00,clairemagenta.bsky.social,Claire Dramagentass,0,1,0,at://did:plc:rmibz3kyz53kv5tphkcykk54/app.bsky.feed.post/3m3flcrm3zt23,0,Neutral
Honestly it seems like your assertion that polling errors don’t matter and that the current measure is best compared to the election outcome rather than other polling measures seems based in your personal feelings that these weak candidates are actually awesome.,2025-10-17 10:23:29.164000-05:00,beecherbibles56.bsky.social,Beecher Bibles and Broadswords,0,1,0,at://did:plc:kja5rxwcpcsjzocoxvtzno7f/app.bsky.feed.post/3m3flchczr223,3,Positive
need this election to be over (and end the good way),2025-10-17 10:23:18.158000-05:00,ourapartment.bsky.social,.,2,0,0,at://did:plc:msw75b45flxf2fs3cew5cp2s/app.bsky.feed.post/3m3flc4t5pk2p,1,Positive
Fuck these people. This is exactly why I’ve been avoiding protests since the election.,2025-10-17 10:23:10.972000-05:00,lisamikolajczyk.bsky.social,Lisa Mikolajczyk ✡️ 🟦🏴‍☠️,15,0,1,at://did:plc:l3cg2vcomatzqpt666dv4dkw/app.bsky.feed.post/3m3flbvxw3k2g,0,Neutral
"The top 5 moments from the NYC mayoral debate: Attacks, jibes and wild stories The first mayoral general election debate was two hours filled with attacks, jibes and wild stories as Zohran Mamdani, Curtis Sliwa and Andrew Cuomo went all out to make their mark.

Interest | Match | Feed",2025-10-17 10:22:53-05:00,bluesky.awakari.com,Awakari,0,0,0,at://did:plc:i53e6y3liw2oaw4s6e6odw5m/app.bsky.feed.post/3m3flbex4tq27,0,Neutral
"youtu.be/1nus5JA3Vh4?...
BOMBSHELL CLAIM: TRUMP DID NOT WIN 2024, ELECTION MANIPULATED

Nathan Taylor, Executive Director of Public Engagement for Election Truth Alliance, joins us to discuss discrepancies in the 2024 election and how to bolster election integrity",2025-10-17 10:22:50.801000-05:00,markspeeps.bsky.social,MarksPeeps,0,0,0,at://did:plc:scmxvvvak4zovdneesfo43eh/app.bsky.feed.post/3m3flbcqcuk2k,-1,Negative
"Reform councillor wins by-election amid leaflet row

#Suffolk #Ipswich

 link : https://www.ipswichstar.co.uk...",2025-10-17 10:22:36.973163-05:00,suffolkuk.bsky.social,Suffolk,0,0,0,at://did:plc:ioimlg6ga4fbmockhunpk6v5/app.bsky.feed.post/3m3flaw6sqp2j,0,Neutral
"New GOP plan to save Missouri gerrymander the ""most embarrassing election lawsuit of 2025""
The Downballot

Seeking to invalidate signatures already gathered for referendum which would put the Republican power grab on hold until voters have a chance to vote on it

More on other states
bit.ly/4nZ9qdY",2025-10-17 10:22:35.859000-05:00,fdrtoday.bsky.social,Frank D. Russo,0,0,0,at://did:plc:ldjixk3mzgabe5khjjcpdcep/app.bsky.feed.post/3m3flauic3s24,0,Neutral
Whatever happened to the massive federal deficit GOP?! It disappeared right after the election.,2025-10-17 10:22:35.780000-05:00,s-ort.bsky.social,SOS,0,0,0,at://did:plc:qvpjtijn5nmgdinzeasbb7rd/app.bsky.feed.post/3m3flauftxs2p,0,Neutral
"Je suis tanné de mettre de l’ia partout comme ça.

Pour moi toute personne balançant de l’ia comme argument pour résoudre un problème devrait être banni de toute élection.",2025-10-17 10:22:22.371000-05:00,lapin972.bsky.social,Unknown,0,0,0,at://did:plc:ttitiutqqc6kjt5n75snyj2z/app.bsky.feed.post/3m3flahmo7s2v,0,Neutral
He bragged about this at every rally for the final 60 days of the 2020 election. Media just didn’t mention it.,2025-10-17 10:21:50.484000-05:00,chrisfumo.bsky.social,chris_fumo96,0,0,0,at://did:plc:klxrfdfgw46owgd4lbeezssm/app.bsky.feed.post/3m3fl7j7kl222,0,Neutral
Can't wait to plaster social media with Giffords 2026 midterm election endorsements,2025-10-17 10:21:38.099000-05:00,malachydiscontent.bsky.social,Malachy Discontent,0,0,0,at://did:plc:sn74lrgzkisufdz4qocqf2rq/app.bsky.feed.post/3m3fl75flts2u,0,Neutral
"This week we look at how the Department for Health & Social Care concluded it wasn’t worth giving front-line NHS staff a COVID-19 jab this winter. And we have short pieces on the Frome by-election + what the Cross Country non-strike means for Taunton
somersetconfidential.substack.com/p/no-jabs-fo...",2025-10-17 10:21:36.105000-05:00,somersetconf.bsky.social,Somerset Confidential,0,0,0,at://did:plc:knywoheq2qymlp4uf466akbn/app.bsky.feed.post/3m3fl73iqlc2z,0,Neutral
"“You will have saved the lives of millions of registered voters” is the kind of energy I want to see Democrats take with them through the next few election cycles. When it comes to health care, the environment, and public safety.",2025-10-17 10:21:34.702000-05:00,johnhalski.bsky.social,John Halski,1,0,0,at://did:plc:akbbmliu5kvc4r3vmzl6nr2r/app.bsky.feed.post/3m3fl725whk25,0,Neutral
"Guys, we're never having another election again. They're never going to give up their power. Look how much contempt they treat us with.",2025-10-17 10:21:23.537000-05:00,kingjackthe4th.blacksky.app,King Jack the 4th,1,0,0,at://did:plc:q5xf74ssa5ekxroqbkrpw5qm/app.bsky.feed.post/3m3fl6pj75c2g,0,Neutral
BC’s 2026 Municipal Election Hot Spots thetyee.ca/Analysis/202...,2025-10-17 10:21:16.765000-05:00,bcheadlines.bsky.social,Local BC News Headlines - Curated by CivicInfo BC,0,0,0,at://did:plc:cihbpghypfhssku2dlylqawh/app.bsky.feed.post/3m3fl6kci4u2z,0,Neutral
"[Local Election Mobilization] Under such a congressional deadlock, local elections can have a greater impact on people's livelihoods - encouraging citizens to participate in local politics.  www.politico.com",2025-10-17 10:20:56.698000-05:00,chjhdd478i.bsky.social,Unknown,0,0,0,at://did:plc:cxwacbelpjgolyzxct33ornz/app.bsky.feed.post/3m3fl5vw47c2k,0,Neutral
"Germany’s 1932 election: Nazis secured 37.27% of the vote, yet still couldn’t form a govt. Under  the Brit system, with 37.27% the Nazis would have won every seat. As they couldn’t take control legally, the Nazis arrested the Communist deputies & changed the rules to pass the Enabling Act in 1933.",2025-10-17 10:20:43.867000-05:00,barryhow2c.bsky.social,Barry Howard 🔶,1,1,1,at://did:plc:fg5pnva3vgx2yszm752fzraj/app.bsky.feed.post/3m3fl5jokvs2n,0,Neutral
"How many weddings, funerals and hospitals were struck? I had believed the US was headed into fascism since Nixon, our reaction to 9-11 and then to the election of a Black man made me certain. I only hope for a massive showing at the No Kings rallies tomorrow.",2025-10-17 10:20:38.757000-05:00,extinctionbeliever.bsky.social,"No Kings, no Nazis, no Christofascists, proudly ANTIFA",6,0,0,at://did:plc:b34br24wbdaerltrdhtgkybq/app.bsky.feed.post/3m3fl5eslp225,1,Positive
" red_exclamation_mark  Reform GAIN from Liberal Democrat

Yesterday's Copdock and Washbrook (Babergh) council by-election result:

REF: 32.0% (+32.0)
LDEM: 28.9% (-27.5)
GRN: 23.6% (+9.5)
CON: 13.9% (-15.7)
LAB: 1.7% (+1.7)

+/- 2023

Estimated turnout: ~39% (-1)

andrewteale.me.uk/previews",2025-10-17 10:20:26.518000-05:00,britainelects.com,Britain Elects,4,0,0,at://did:plc:z7zjuz7oy73prttz2t5h5j6r/app.bsky.feed.post/3m3fl4zu5fd2l,0,Neutral
"Don’t forget about those who don’t usually vote and Independents. They are also experiencing effects of Trump admin. Plus, there could be a lot of Republicans being fired in the big purge.

(previous election)",2025-10-17 10:20:13.094000-05:00,bhold353.bsky.social,BILL,0,0,0,at://did:plc:bz432qndmxdvxew7xlqn7l2p/app.bsky.feed.post/3m3fl4mdut22z,0,Neutral
"After the coup, yes. Seems likely to me from what we see here in the UK that any election held whilst that crook is still in situ will most likely be rigged, assuming he doesn't finagle a third term, which looks possible...",2025-10-17 10:19:39.396000-05:00,pablothetrucker.bsky.social,Pablothetrucker,0,1,0,at://did:plc:mmvlwipv5jzeng3hkp6qsbrb/app.bsky.feed.post/3m3fl3m6zxs2c,0,Neutral
"Guy won an election on ""They're eating the cats."" It was debunked. Americans didn't care. They are choosing white supremacy and misogyny.",2025-10-17 10:19:38.996000-05:00,nsparks.bsky.social,Unknown,0,0,0,at://did:plc:33nib6ybibt2rkgrxy5gwchd/app.bsky.feed.post/3m3fl3lsud222,0,Neutral
"Hey, once the democrat senators reopen the government, Mike Johnson said he would seat Adelita Grajalva. Her election was won after the house already ended session. Remember, Nancy Pelosi blocked a special election winner in 2021 for 27 days. Republicans weren't being on doors to get him sworn in.",2025-10-17 10:19:38.316000-05:00,heyyouguyss.bsky.social,Unknown,0,1,0,at://did:plc:2e3kr2t566h6sgqtw27c42oy/app.bsky.feed.post/3m3fl3l63bs2a,0,Neutral
Fetterman will lose so hard in the upcoming election,2025-10-17 10:19:36.355000-05:00,bluemudd24.bsky.social,🌑Bₗᵤₑbₑᵣᵣy ₘ  🌑,0,0,0,at://did:plc:vly7lhggktvqitrzy5x4zgbr/app.bsky.feed.post/3m3fl3jcc722d,0,Neutral
"While only 36%of Americans can pass the USICS citizenship test, 92% of citizenship applicants successfully pass. 

Passing the citizenship test should be a requirement for every U.S. citizen before each federal election. 

That would basically wipe out the MAGA voters.",2025-10-17 10:19:16.638000-05:00,justfornow52.bsky.social,Unknown,0,0,0,at://did:plc:dy7btrq2qgots5mmlphv4adc/app.bsky.feed.post/3m3fl2wimc22y,0,Neutral
"""In total, the Trump admin  pulled funding for 223 clean energy projects in 16 states. Political observers quickly noted that nearly all of the cancelled projects were in states that voted for former VP Kamala Harris in the last presidential election.""

washingtonstatestandard.com/2025/10/02/t...",2025-10-17 10:19:14.571000-05:00,hotteabreak.bsky.social,Pepe the Turtle,0,0,0,at://did:plc:xpjjhmftkwy3gzxfh2rjdfiu/app.bsky.feed.post/3m3fl2ujir22v,0,Neutral
"You do want people to think the election is winnable. But the real target is donors, incumbents and institutions. If the Party thinks an election is close, they'll put more money in. If incumbents think you could win, they'll give you more support or endorsements.",2025-10-17 10:18:29.781000-05:00,dancassino.bsky.social,Dan Cassino,0,0,0,at://did:plc:7bxjvp2yrmnsj2bqb73feblf/app.bsky.feed.post/3m3fkzjskl22x,2,Positive
Roughly two weeks before Election Day in Virginia,2025-10-17 10:18:12.370000-05:00,billvabeach.bsky.social,Bill Virginia Beach,0,0,0,at://did:plc:srakn2dtz45bgtovjhjzekej/app.bsky.feed.post/3m3fkyzba3s27,0,Neutral
"This bit is getting old, though I admire the commitment to it. She ""looks like"" that to you because you desperately want it, either because you're a GOP troll or you want to prove that moderates aren't (despite ALL the evidence) better general election candidates.",2025-10-17 10:17:39.345000-05:00,penguins18.bsky.social,Unknown,0,1,0,at://did:plc:5jogp7alzzv6lhlafoxkhu7o/app.bsky.feed.post/3m3fkxzpgmk27,1,Positive
Say the guy that won an election in a gerrymanderingized district and got by chance the speakership...?,2025-10-17 10:17:37.023000-05:00,liberteny.bsky.social,Liberte_NY 🗽,1,1,0,at://did:plc:7c36gffxskgqngpynd64uvbf/app.bsky.feed.post/3m3fkxxij3k2a,0,Neutral
"""how could you say that politics is image and performance?""

Abe Lincoln, an IL Rep who just lost a Senate election, puts on a $3,000 suit to give a 7,000 word speech at Cooper Union, NYC, months before declaring a Presidential run",2025-10-17 10:17:29.883000-05:00,kwh561.bsky.social,"Luigi ""The Adjuster"" Mangione",1,0,0,at://did:plc:cg2vs7cukjdukbk6k6cf2w6v/app.bsky.feed.post/3m3fkxqqg2c2e,0,Neutral
Coastal elites have bought Colorado in the past but we need to reverse that next election. No Polis No Weiser No Griswold is a good start up top.,2025-10-17 10:16:56.431000-05:00,corporatecuck.bsky.social,corporatecuck.bsky.social,0,0,0,at://did:plc:wk3aznuju4psf54oaa523yup/app.bsky.feed.post/3m3fkwqrrgs2i,1,Positive
"Is the @FIA and its governance of @F1 better after MBS became president or worse?

Its election model for decades as given a massive benefit to the incumbent. That’s why there’s only ever a change when the President decides on his own to leave. 

Good luck. We’re in the era of authoritarians.  #F1",2025-10-17 10:16:47.718000-05:00,sparesteward.bsky.social,The Spare Steward,3,0,1,at://did:plc:qnumqjnhlqup3iaa23em2j6v/app.bsky.feed.post/3m3fkwihvms2l,0,Neutral
If this was true we would have had flashing red lights and sirens blaring before the election.,2025-10-17 10:16:15.733000-05:00,agateboy.bsky.social,Unknown,0,0,0,at://did:plc:weh6ri5lcfwj23opdsm5uvxh/app.bsky.feed.post/3m3fkvjxsbk2r,0,Neutral
"Nothing to worry about folks....  flushed_face ....  police_car_light  police_car_light  police_car_light 

""Former GOP operative Scott Leiendecker just bought Dominion Voting Systems, giving him ownership of voting systems used in 27 states. Election experts don't know what to think.""",2025-10-17 10:16:10.461000-05:00,colin-dawny.bsky.social,Colin's Lounge Lizards 🇨🇦 🍁,0,0,1,at://did:plc:23nchbx3vafequ2dkiq2akvo/app.bsky.feed.post/3m3fkvewtv225,0,Neutral
"Canada’s election system risks EXTREMIST  regimes taking power. 

Proportional Representation would give all votes equal voice. 

No vote splitting, high turn-out

@cbcqueenspark.bsky.social @thestar.com @theglobeandmail.com",2025-10-17 10:15:46.225000-05:00,everyripple.bsky.social,Unknown,0,0,0,at://did:plc:ycdshfsnfrmev7qwwnyxaoex/app.bsky.feed.post/3m3fkuntcts2g,0,Neutral
"I have been thinking that alot 

Considering mail in ballots for November 4 many Pennsylvania counties have been found to be duplicate and triplicate 
Mont Co 
luzerne 
Carbon
Schuylkill 

Purge of rolls doesn't happen for two complete election cycles",2025-10-17 10:15:43.061000-05:00,joannkennedy.bsky.social,Unknown,1,0,0,at://did:plc:l3u4ntgdhjrqw7qfh6ez3xrl/app.bsky.feed.post/3m3fkukso322u,0,Neutral